instant,dteday,season,year,month,hours,holiday,week,situation_of_weather,temp,atemp,humidity,speed_of_wind,casual,registered,count,category_days
6855,2011-10-18,Winter,2011,October,4,0,Tuesday,Mist_Cloudy,0.44,0.4394,0.94,0.1045,0,4,4,weekdays
6856,2011-10-18,Winter,2011,October,5,0,Tuesday,Mist_Cloudy,0.46,0.4545,0.88,0.0,2,19,21,weekdays
6857,2011-10-18,Winter,2011,October,6,0,Tuesday,Clear,0.46,0.4545,0.82,0.0896,4,105,109,weekdays
6858,2011-10-18,Winter,2011,October,7,0,Tuesday,Clear,0.46,0.4545,0.88,0.0896,15,326,341,weekdays
6859,2011-10-18,Winter,2011,October,8,0,Tuesday,Clear,0.5,0.4848,0.77,0.0896,25,474,499,weekdays
6860,2011-10-18,Winter,2011,October,9,0,Tuesday,Mist_Cloudy,0.52,0.5,0.77,0.0896,29,198,227,weekdays
6861,2011-10-18,Winter,2011,October,10,0,Tuesday,Mist_Cloudy,0.56,0.5303,0.68,0.0,27,75,102,weekdays
6862,2011-10-18,Winter,2011,October,11,0,Tuesday,Mist_Cloudy,0.6,0.6212,0.49,0.1045,35,112,147,weekdays
6863,2011-10-18,Winter,2011,October,12,0,Tuesday,Mist_Cloudy,0.62,0.6212,0.43,0.0896,42,159,201,weekdays
6864,2011-10-18,Winter,2011,October,13,0,Tuesday,Mist_Cloudy,0.64,0.6212,0.38,0.194,48,171,219,weekdays
6865,2011-10-18,Winter,2011,October,14,0,Tuesday,Mist_Cloudy,0.62,0.6212,0.41,0.1642,32,137,169,weekdays
6866,2011-10-18,Winter,2011,October,15,0,Tuesday,Clear,0.62,0.6212,0.5,0.194,66,139,205,weekdays
6867,2011-10-18,Winter,2011,October,16,0,Tuesday,Clear,0.62,0.6212,0.57,0.2537,58,246,304,weekdays
6868,2011-10-18,Winter,2011,October,17,0,Tuesday,Clear,0.6,0.6061,0.6,0.1343,72,553,625,weekdays
6869,2011-10-18,Winter,2011,October,18,0,Tuesday,Clear,0.56,0.5303,0.68,0.1045,58,512,570,weekdays
6870,2011-10-18,Winter,2011,October,19,0,Tuesday,Clear,0.56,0.5303,0.6,0.1045,31,286,317,weekdays
6871,2011-10-18,Winter,2011,October,20,0,Tuesday,Clear,0.54,0.5152,0.64,0.1642,23,204,227,weekdays
6872,2011-10-18,Winter,2011,October,21,0,Tuesday,Mist_Cloudy,0.54,0.5152,0.68,0.1343,28,178,206,weekdays
6873,2011-10-18,Winter,2011,October,22,0,Tuesday,Mist_Cloudy,0.52,0.5,0.77,0.1642,22,115,137,weekdays
6874,2011-10-18,Winter,2011,October,23,0,Tuesday,Mist_Cloudy,0.52,0.5,0.77,0.194,7,63,70,weekdays
6875,2011-10-19,Winter,2011,October,0,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.194,11,23,34,weekdays
6876,2011-10-19,Winter,2011,October,1,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.194,7,9,16,weekdays
6877,2011-10-19,Winter,2011,October,2,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.194,1,6,7,weekdays
6878,2011-10-19,Winter,2011,October,4,0,Wednesday,Light_Rain,0.5,0.4848,0.94,0.194,0,3,3,weekdays
6879,2011-10-19,Winter,2011,October,5,0,Wednesday,Light_Rain,0.5,0.4848,1.0,0.1045,0,3,3,weekdays
6880,2011-10-19,Winter,2011,October,6,0,Wednesday,Light_Rain,0.52,0.5,0.83,0.2537,3,28,31,weekdays
6881,2011-10-19,Winter,2011,October,7,0,Wednesday,Light_Rain,0.52,0.5,0.77,0.2537,1,67,68,weekdays
6882,2011-10-19,Winter,2011,October,8,0,Wednesday,Light_Rain,0.54,0.5152,0.7,0.4925,10,200,210,weekdays
6883,2011-10-19,Winter,2011,October,9,0,Wednesday,Light_Rain,0.52,0.5,0.88,0.4925,17,185,202,weekdays
6884,2011-10-19,Winter,2011,October,10,0,Wednesday,Light_Rain,0.52,0.5,0.88,0.4925,14,109,123,weekdays
6885,2011-10-19,Winter,2011,October,11,0,Wednesday,Light_Rain,0.52,0.5,0.94,0.2537,33,116,149,weekdays
6886,2011-10-19,Winter,2011,October,12,0,Wednesday,Light_Rain,0.52,0.5,0.94,0.3284,13,117,130,weekdays
6887,2011-10-19,Winter,2011,October,13,0,Wednesday,Mist_Cloudy,0.54,0.5152,0.94,0.2836,20,86,106,weekdays
6888,2011-10-19,Winter,2011,October,14,0,Wednesday,Light_Rain,0.54,0.5152,0.94,0.1642,17,80,97,weekdays
6889,2011-10-19,Winter,2011,October,15,0,Wednesday,Light_Rain,0.54,0.5152,1.0,0.1343,21,99,120,weekdays
6890,2011-10-19,Winter,2011,October,16,0,Wednesday,Light_Rain,0.56,0.5303,0.94,0.1642,21,180,201,weekdays
6891,2011-10-19,Winter,2011,October,17,0,Wednesday,Light_Rain,0.56,0.5303,0.94,0.1642,11,170,181,weekdays
6892,2011-10-19,Winter,2011,October,18,0,Wednesday,Light_Rain,0.56,0.5303,1.0,0.1642,8,132,140,weekdays
6893,2011-10-19,Winter,2011,October,19,0,Wednesday,Mist_Cloudy,0.6,0.5455,0.88,0.1343,8,189,197,weekdays
6894,2011-10-19,Winter,2011,October,20,0,Wednesday,Light_Rain,0.6,0.5152,0.94,0.0896,5,140,145,weekdays
6895,2011-10-19,Winter,2011,October,21,0,Wednesday,Mist_Cloudy,0.58,0.5455,0.94,0.1343,6,79,85,weekdays
6896,2011-10-19,Winter,2011,October,22,0,Wednesday,Mist_Cloudy,0.58,0.5455,0.94,0.3582,13,94,107,weekdays
6897,2011-10-19,Winter,2011,October,23,0,Wednesday,Mist_Cloudy,0.58,0.5455,0.94,0.3582,14,55,69,weekdays
6898,2011-10-20,Winter,2011,October,0,0,Thursday,Clear,0.56,0.5303,0.94,0.2985,4,22,26,weekdays
6899,2011-10-20,Winter,2011,October,1,0,Thursday,Clear,0.56,0.5303,0.88,0.3582,4,11,15,weekdays
6900,2011-10-20,Winter,2011,October,2,0,Thursday,Clear,0.56,0.5303,0.88,0.4478,0,4,4,weekdays
6901,2011-10-20,Winter,2011,October,3,0,Thursday,Clear,0.5,0.4848,0.82,0.4627,0,1,1,weekdays
6902,2011-10-20,Winter,2011,October,4,0,Thursday,Clear,0.5,0.4848,0.82,0.4627,2,6,8,weekdays
6903,2011-10-20,Winter,2011,October,5,0,Thursday,Clear,0.48,0.4697,0.82,0.3582,2,24,26,weekdays
6904,2011-10-20,Winter,2011,October,6,0,Thursday,Clear,0.44,0.4394,0.82,0.4179,5,87,92,weekdays
6905,2011-10-20,Winter,2011,October,7,0,Thursday,Clear,0.42,0.4242,0.77,0.4478,15,303,318,weekdays
6906,2011-10-20,Winter,2011,October,8,0,Thursday,Clear,0.44,0.4394,0.67,0.5224,17,409,426,weekdays
6907,2011-10-20,Winter,2011,October,9,0,Thursday,Clear,0.44,0.4394,0.67,0.5821,26,197,223,weekdays
6908,2011-10-20,Winter,2011,October,10,0,Thursday,Clear,0.46,0.4545,0.59,0.4478,25,105,130,weekdays
6909,2011-10-20,Winter,2011,October,11,0,Thursday,Clear,0.48,0.4697,0.55,0.5224,30,99,129,weekdays
6910,2011-10-20,Winter,2011,October,12,0,Thursday,Clear,0.48,0.4697,0.48,0.5224,28,171,199,weekdays
6911,2011-10-20,Winter,2011,October,13,0,Thursday,Clear,0.5,0.4848,0.45,0.5821,28,136,164,weekdays
6912,2011-10-20,Winter,2011,October,14,0,Thursday,Mist_Cloudy,0.48,0.4697,0.48,0.5522,38,117,155,weekdays
6913,2011-10-20,Winter,2011,October,15,0,Thursday,Mist_Cloudy,0.48,0.4697,0.51,0.4478,22,138,160,weekdays
6914,2011-10-20,Winter,2011,October,16,0,Thursday,Mist_Cloudy,0.48,0.4697,0.51,0.4478,31,203,234,weekdays
6915,2011-10-20,Winter,2011,October,17,0,Thursday,Mist_Cloudy,0.48,0.4697,0.48,0.3881,56,438,494,weekdays
6916,2011-10-20,Winter,2011,October,18,0,Thursday,Mist_Cloudy,0.46,0.4545,0.51,0.2985,39,430,469,weekdays
6917,2011-10-20,Winter,2011,October,19,0,Thursday,Clear,0.46,0.4545,0.51,0.3582,20,278,298,weekdays
6918,2011-10-20,Winter,2011,October,20,0,Thursday,Mist_Cloudy,0.46,0.4545,0.51,0.3284,34,207,241,weekdays
6919,2011-10-20,Winter,2011,October,21,0,Thursday,Clear,0.44,0.4394,0.51,0.2985,16,149,165,weekdays
6920,2011-10-20,Winter,2011,October,22,0,Thursday,Clear,0.44,0.4394,0.51,0.3284,22,106,128,weekdays
6921,2011-10-20,Winter,2011,October,23,0,Thursday,Clear,0.42,0.4242,0.58,0.2537,7,83,90,weekdays
6922,2011-10-21,Winter,2011,October,0,0,Friday,Clear,0.4,0.4091,0.62,0.2537,8,42,50,weekdays
6923,2011-10-21,Winter,2011,October,1,0,Friday,Clear,0.4,0.4091,0.62,0.2239,7,19,26,weekdays
6924,2011-10-21,Winter,2011,October,2,0,Friday,Clear,0.38,0.3939,0.66,0.1642,6,12,18,weekdays
6925,2011-10-21,Winter,2011,October,3,0,Friday,Clear,0.36,0.3485,0.71,0.1343,0,7,7,weekdays
6926,2011-10-21,Winter,2011,October,4,0,Friday,Clear,0.36,0.3485,0.71,0.1642,0,6,6,weekdays
6927,2011-10-21,Winter,2011,October,5,0,Friday,Clear,0.34,0.3333,0.76,0.194,0,31,31,weekdays
6928,2011-10-21,Winter,2011,October,6,0,Friday,Clear,0.36,0.3485,0.71,0.1642,7,78,85,weekdays
6929,2011-10-21,Winter,2011,October,7,0,Friday,Clear,0.36,0.3485,0.71,0.1642,5,228,233,weekdays
6930,2011-10-21,Winter,2011,October,8,0,Friday,Clear,0.4,0.4091,0.62,0.194,16,386,402,weekdays
6931,2011-10-21,Winter,2011,October,9,0,Friday,Mist_Cloudy,0.42,0.4242,0.58,0.1343,33,189,222,weekdays
6932,2011-10-21,Winter,2011,October,10,0,Friday,Clear,0.46,0.4545,0.51,0.1642,32,106,138,weekdays
6933,2011-10-21,Winter,2011,October,11,0,Friday,Clear,0.5,0.4848,0.45,0.2239,39,135,174,weekdays
6934,2011-10-21,Winter,2011,October,12,0,Friday,Clear,0.5,0.4848,0.45,0.2985,47,193,240,weekdays
6935,2011-10-21,Winter,2011,October,13,0,Friday,Clear,0.48,0.4697,0.48,0.3284,43,163,206,weekdays
6936,2011-10-21,Winter,2011,October,14,0,Friday,Clear,0.52,0.5,0.42,0.2985,67,131,198,weekdays
6937,2011-10-21,Winter,2011,October,15,0,Friday,Clear,0.5,0.4848,0.45,0.2836,57,178,235,weekdays
6938,2011-10-21,Winter,2011,October,16,0,Friday,Clear,0.5,0.4848,0.45,0.2537,60,242,302,weekdays
6939,2011-10-21,Winter,2011,October,17,0,Friday,Mist_Cloudy,0.46,0.4545,0.51,0.2537,79,445,524,weekdays
6940,2011-10-21,Winter,2011,October,18,0,Friday,Mist_Cloudy,0.44,0.4394,0.54,0.2537,43,354,397,weekdays
6941,2011-10-21,Winter,2011,October,19,0,Friday,Mist_Cloudy,0.44,0.4394,0.54,0.3881,25,228,253,weekdays
6942,2011-10-21,Winter,2011,October,20,0,Friday,Mist_Cloudy,0.44,0.4394,0.54,0.2239,29,155,184,weekdays
6943,2011-10-21,Winter,2011,October,21,0,Friday,Clear,0.42,0.4242,0.58,0.1642,31,112,143,weekdays
6944,2011-10-21,Winter,2011,October,22,0,Friday,Clear,0.42,0.4242,0.54,0.1642,24,89,113,weekdays
6945,2011-10-21,Winter,2011,October,23,0,Friday,Clear,0.4,0.4091,0.62,0.2239,18,99,117,weekdays
6946,2011-10-22,Winter,2011,October,0,0,Saturday,Clear,0.4,0.4091,0.62,0.194,16,80,96,weekend
6947,2011-10-22,Winter,2011,October,1,0,Saturday,Clear,0.4,0.4091,0.62,0.194,20,50,70,weekend
6948,2011-10-22,Winter,2011,October,2,0,Saturday,Clear,0.4,0.4091,0.62,0.2537,6,25,31,weekend
6949,2011-10-22,Winter,2011,October,3,0,Saturday,Clear,0.4,0.4091,0.62,0.1343,1,19,20,weekend
6950,2011-10-22,Winter,2011,October,4,0,Saturday,Clear,0.38,0.3939,0.66,0.0896,4,4,8,weekend
6951,2011-10-22,Winter,2011,October,5,0,Saturday,Clear,0.38,0.3939,0.66,0.0,1,7,8,weekend
6952,2011-10-22,Winter,2011,October,6,0,Saturday,Clear,0.36,0.3788,0.71,0.0,1,17,18,weekend
6953,2011-10-22,Winter,2011,October,7,0,Saturday,Clear,0.36,0.3636,0.76,0.1045,8,49,57,weekend
6954,2011-10-22,Winter,2011,October,8,0,Saturday,Clear,0.4,0.4091,0.71,0.0,26,88,114,weekend
6955,2011-10-22,Winter,2011,October,9,0,Saturday,Clear,0.42,0.4242,0.67,0.0896,47,122,169,weekend
6956,2011-10-22,Winter,2011,October,10,0,Saturday,Mist_Cloudy,0.44,0.4394,0.62,0.1045,87,149,236,weekend
6957,2011-10-22,Winter,2011,October,11,0,Saturday,Mist_Cloudy,0.44,0.4394,0.62,0.1045,110,172,282,weekend
6958,2011-10-22,Winter,2011,October,12,0,Saturday,Clear,0.46,0.4545,0.55,0.0896,132,211,343,weekend
6959,2011-10-22,Winter,2011,October,13,0,Saturday,Clear,0.5,0.4848,0.45,0.0,136,186,322,weekend
6960,2011-10-22,Winter,2011,October,14,0,Saturday,Mist_Cloudy,0.48,0.4697,0.48,0.2239,133,177,310,weekend
6961,2011-10-22,Winter,2011,October,15,0,Saturday,Clear,0.48,0.4697,0.51,0.2239,159,223,382,weekend
6962,2011-10-22,Winter,2011,October,16,0,Saturday,Clear,0.5,0.4848,0.45,0.194,169,190,359,weekend
6963,2011-10-22,Winter,2011,October,17,0,Saturday,Clear,0.46,0.4545,0.55,0.1343,143,217,360,weekend
6964,2011-10-22,Winter,2011,October,18,0,Saturday,Clear,0.44,0.4394,0.54,0.0896,111,224,335,weekend
6965,2011-10-22,Winter,2011,October,19,0,Saturday,Clear,0.44,0.4394,0.67,0.0,47,173,220,weekend
6966,2011-10-22,Winter,2011,October,20,0,Saturday,Clear,0.42,0.4242,0.67,0.0,48,111,159,weekend
6967,2011-10-22,Winter,2011,October,21,0,Saturday,Clear,0.4,0.4091,0.76,0.0,37,120,157,weekend
6968,2011-10-22,Winter,2011,October,22,0,Saturday,Clear,0.4,0.4091,0.76,0.0,30,114,144,weekend
6969,2011-10-22,Winter,2011,October,23,0,Saturday,Clear,0.38,0.3939,0.82,0.0,27,81,108,weekend
6970,2011-10-23,Winter,2011,October,0,0,Sunday,Clear,0.36,0.3788,0.87,0.0,24,64,88,weekend
6971,2011-10-23,Winter,2011,October,1,0,Sunday,Clear,0.36,0.3788,0.87,0.0,11,60,71,weekend
6972,2011-10-23,Winter,2011,October,2,0,Sunday,Clear,0.34,0.3485,0.87,0.0896,10,40,50,weekend
6973,2011-10-23,Winter,2011,October,3,0,Sunday,Clear,0.34,0.3636,0.87,0.0,15,31,46,weekend
6974,2011-10-23,Winter,2011,October,4,0,Sunday,Clear,0.34,0.3636,0.87,0.0,5,1,6,weekend
6975,2011-10-23,Winter,2011,October,5,0,Sunday,Clear,0.32,0.3485,0.87,0.0,1,2,3,weekend
6976,2011-10-23,Winter,2011,October,6,0,Sunday,Clear,0.32,0.3333,0.87,0.1045,0,12,12,weekend
6977,2011-10-23,Winter,2011,October,7,0,Sunday,Clear,0.34,0.3485,0.87,0.0896,3,18,21,weekend
6978,2011-10-23,Winter,2011,October,8,0,Sunday,Clear,0.36,0.3485,0.87,0.1343,32,56,88,weekend
6979,2011-10-23,Winter,2011,October,9,0,Sunday,Clear,0.4,0.4091,0.76,0.0,48,95,143,weekend
6980,2011-10-23,Winter,2011,October,10,0,Sunday,Clear,0.42,0.4242,0.71,0.0896,104,185,289,weekend
6981,2011-10-23,Winter,2011,October,11,0,Sunday,Clear,0.46,0.4545,0.72,0.1642,131,202,333,weekend
6982,2011-10-23,Winter,2011,October,12,0,Sunday,Clear,0.5,0.4848,0.59,0.2537,164,249,413,weekend
6983,2011-10-23,Winter,2011,October,13,0,Sunday,Clear,0.52,0.5,0.55,0.194,160,255,415,weekend
6984,2011-10-23,Winter,2011,October,14,0,Sunday,Clear,0.52,0.5,0.55,0.2239,192,216,408,weekend
6985,2011-10-23,Winter,2011,October,15,0,Sunday,Clear,0.52,0.5,0.52,0.1642,171,216,387,weekend
6986,2011-10-23,Winter,2011,October,16,0,Sunday,Clear,0.52,0.5,0.55,0.194,188,217,405,weekend
6987,2011-10-23,Winter,2011,October,17,0,Sunday,Clear,0.5,0.4848,0.63,0.1343,120,220,340,weekend
6988,2011-10-23,Winter,2011,October,18,0,Sunday,Clear,0.5,0.4848,0.63,0.1045,88,196,284,weekend
6989,2011-10-23,Winter,2011,October,19,0,Sunday,Clear,0.46,0.4545,0.77,0.0,53,140,193,weekend
6990,2011-10-23,Winter,2011,October,20,0,Sunday,Clear,0.44,0.4394,0.72,0.0896,32,112,144,weekend
6991,2011-10-23,Winter,2011,October,21,0,Sunday,Clear,0.44,0.4394,0.72,0.0896,24,75,99,weekend
6992,2011-10-23,Winter,2011,October,22,0,Sunday,Clear,0.42,0.4242,0.77,0.1045,25,69,94,weekend
6993,2011-10-23,Winter,2011,October,23,0,Sunday,Clear,0.42,0.4242,0.77,0.1642,18,31,49,weekend
6994,2011-10-24,Winter,2011,October,0,0,Monday,Clear,0.42,0.4242,0.77,0.0,6,26,32,weekdays
6995,2011-10-24,Winter,2011,October,1,0,Monday,Clear,0.4,0.4091,0.82,0.1343,7,8,15,weekdays
6996,2011-10-24,Winter,2011,October,2,0,Monday,Clear,0.4,0.4091,0.87,0.1045,1,6,7,weekdays
6997,2011-10-24,Winter,2011,October,3,0,Monday,Clear,0.4,0.4091,0.82,0.0896,1,3,4,weekdays
6998,2011-10-24,Winter,2011,October,4,0,Monday,Clear,0.4,0.4091,0.82,0.0,1,5,6,weekdays
6999,2011-10-24,Winter,2011,October,5,0,Monday,Clear,0.38,0.3939,0.87,0.0,2,19,21,weekdays
7000,2011-10-24,Winter,2011,October,6,0,Monday,Clear,0.4,0.4091,0.87,0.1045,3,83,86,weekdays
7001,2011-10-24,Winter,2011,October,7,0,Monday,Mist_Cloudy,0.38,0.3939,0.94,0.1045,11,274,285,weekdays
7002,2011-10-24,Winter,2011,October,8,0,Monday,Mist_Cloudy,0.42,0.4242,0.88,0.1642,20,378,398,weekdays
7003,2011-10-24,Winter,2011,October,9,0,Monday,Mist_Cloudy,0.44,0.4394,0.82,0.1642,29,166,195,weekdays
7004,2011-10-24,Winter,2011,October,10,0,Monday,Mist_Cloudy,0.46,0.4545,0.82,0.2537,47,82,129,weekdays
7005,2011-10-24,Winter,2011,October,11,0,Monday,Mist_Cloudy,0.5,0.4848,0.72,0.1642,59,109,168,weekdays
7006,2011-10-24,Winter,2011,October,12,0,Monday,Mist_Cloudy,0.52,0.5,0.68,0.1045,64,156,220,weekdays
7007,2011-10-24,Winter,2011,October,13,0,Monday,Mist_Cloudy,0.54,0.5152,0.64,0.2239,60,138,198,weekdays
7008,2011-10-24,Winter,2011,October,14,0,Monday,Mist_Cloudy,0.54,0.5152,0.64,0.194,63,143,206,weekdays
7009,2011-10-24,Winter,2011,October,15,0,Monday,Clear,0.56,0.5303,0.6,0.1642,52,125,177,weekdays
7010,2011-10-24,Winter,2011,October,16,0,Monday,Clear,0.54,0.5152,0.64,0.194,68,242,310,weekdays
7011,2011-10-24,Winter,2011,October,17,0,Monday,Clear,0.52,0.5,0.68,0.1343,87,527,614,weekdays
7012,2011-10-24,Winter,2011,October,18,0,Monday,Clear,0.54,0.5152,0.6,0.0896,58,428,486,weekdays
7013,2011-10-24,Winter,2011,October,19,0,Monday,Light_Rain,0.48,0.4697,0.82,0.0,25,212,237,weekdays
7014,2011-10-24,Winter,2011,October,20,0,Monday,Clear,0.48,0.4697,0.82,0.1045,11,118,129,weekdays
7015,2011-10-24,Winter,2011,October,21,0,Monday,Clear,0.46,0.4545,0.87,0.1045,12,114,126,weekdays
7016,2011-10-24,Winter,2011,October,22,0,Monday,Clear,0.48,0.4697,0.75,0.1642,3,76,79,weekdays
7017,2011-10-24,Winter,2011,October,23,0,Monday,Clear,0.46,0.4545,0.77,0.0896,9,50,59,weekdays
7018,2011-10-25,Winter,2011,October,0,0,Tuesday,Clear,0.44,0.4394,0.77,0.1343,4,26,30,weekdays
7019,2011-10-25,Winter,2011,October,1,0,Tuesday,Clear,0.44,0.4394,0.77,0.1343,5,6,11,weekdays
7020,2011-10-25,Winter,2011,October,2,0,Tuesday,Clear,0.42,0.4242,0.82,0.1343,2,3,5,weekdays
7021,2011-10-25,Winter,2011,October,3,0,Tuesday,Clear,0.4,0.4091,0.87,0.0,1,3,4,weekdays
7022,2011-10-25,Winter,2011,October,4,0,Tuesday,Clear,0.38,0.3939,0.87,0.1343,0,5,5,weekdays
7023,2011-10-25,Winter,2011,October,5,0,Tuesday,Clear,0.38,0.3939,0.87,0.1343,0,24,24,weekdays
7024,2011-10-25,Winter,2011,October,6,0,Tuesday,Clear,0.38,0.3939,0.82,0.1045,3,95,98,weekdays
7025,2011-10-25,Winter,2011,October,7,0,Tuesday,Clear,0.4,0.4091,0.76,0.194,15,299,314,weekdays
7026,2011-10-25,Winter,2011,October,8,0,Tuesday,Clear,0.44,0.4394,0.72,0.0,25,383,408,weekdays
7027,2011-10-25,Winter,2011,October,9,0,Tuesday,Clear,0.48,0.4697,0.55,0.2239,29,194,223,weekdays
7028,2011-10-25,Winter,2011,October,10,0,Tuesday,Clear,0.5,0.4848,0.51,0.2537,26,102,128,weekdays
7029,2011-10-25,Winter,2011,October,11,0,Tuesday,Clear,0.52,0.5,0.48,0.2836,46,120,166,weekdays
7030,2011-10-25,Winter,2011,October,12,0,Tuesday,Clear,0.54,0.5152,0.39,0.3582,35,165,200,weekdays
7031,2011-10-25,Winter,2011,October,13,0,Tuesday,Clear,0.56,0.5303,0.37,0.3881,37,161,198,weekdays
7032,2011-10-25,Winter,2011,October,14,0,Tuesday,Clear,0.56,0.5303,0.4,0.2537,66,134,200,weekdays
7033,2011-10-25,Winter,2011,October,15,0,Tuesday,Clear,0.56,0.5303,0.37,0.1045,63,171,234,weekdays
7034,2011-10-25,Winter,2011,October,16,0,Tuesday,Clear,0.56,0.5303,0.37,0.194,52,233,285,weekdays
7035,2011-10-25,Winter,2011,October,17,0,Tuesday,Clear,0.56,0.5303,0.37,0.1045,68,517,585,weekdays
7036,2011-10-25,Winter,2011,October,18,0,Tuesday,Clear,0.52,0.5,0.42,0.1045,65,453,518,weekdays
7037,2011-10-25,Winter,2011,October,19,0,Tuesday,Clear,0.48,0.4697,0.67,0.194,44,294,338,weekdays
7038,2011-10-25,Winter,2011,October,20,0,Tuesday,Clear,0.46,0.4545,0.67,0.1045,40,208,248,weekdays
7039,2011-10-25,Winter,2011,October,21,0,Tuesday,Clear,0.44,0.4394,0.72,0.1343,32,169,201,weekdays
7040,2011-10-25,Winter,2011,October,22,0,Tuesday,Clear,0.46,0.4545,0.67,0.194,22,148,170,weekdays
7041,2011-10-25,Winter,2011,October,23,0,Tuesday,Clear,0.44,0.4394,0.72,0.1343,15,79,94,weekdays
7042,2011-10-26,Winter,2011,October,0,0,Wednesday,Clear,0.44,0.4394,0.72,0.194,4,28,32,weekdays
7043,2011-10-26,Winter,2011,October,1,0,Wednesday,Clear,0.44,0.4394,0.67,0.2537,3,9,12,weekdays
7044,2011-10-26,Winter,2011,October,2,0,Wednesday,Clear,0.44,0.4394,0.67,0.1642,2,1,3,weekdays
7045,2011-10-26,Winter,2011,October,3,0,Wednesday,Clear,0.44,0.4394,0.67,0.2239,0,3,3,weekdays
7046,2011-10-26,Winter,2011,October,4,0,Wednesday,Clear,0.42,0.4242,0.71,0.2537,0,5,5,weekdays
7047,2011-10-26,Winter,2011,October,5,0,Wednesday,Clear,0.42,0.4242,0.71,0.2239,0,21,21,weekdays
7048,2011-10-26,Winter,2011,October,6,0,Wednesday,Clear,0.42,0.4242,0.71,0.2239,0,92,92,weekdays
7049,2011-10-26,Winter,2011,October,7,0,Wednesday,Clear,0.42,0.4242,0.71,0.1642,15,284,299,weekdays
7050,2011-10-26,Winter,2011,October,8,0,Wednesday,Mist_Cloudy,0.44,0.4394,0.67,0.194,26,438,464,weekdays
7051,2011-10-26,Winter,2011,October,9,0,Wednesday,Mist_Cloudy,0.48,0.4697,0.63,0.2239,14,226,240,weekdays
7052,2011-10-26,Winter,2011,October,10,0,Wednesday,Mist_Cloudy,0.52,0.5,0.62,0.2537,26,105,131,weekdays
7053,2011-10-26,Winter,2011,October,11,0,Wednesday,Clear,0.52,0.5,0.59,0.3284,23,132,155,weekdays
7054,2011-10-26,Winter,2011,October,12,0,Wednesday,Light_Rain,0.58,0.5455,0.53,0.2239,39,155,194,weekdays
7055,2011-10-26,Winter,2011,October,13,0,Wednesday,Light_Rain,0.56,0.5303,0.6,0.1045,20,62,82,weekdays
7056,2011-10-26,Winter,2011,October,14,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.0,14,52,66,weekdays
7057,2011-10-26,Winter,2011,October,15,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.0,11,59,70,weekdays
7058,2011-10-26,Winter,2011,October,16,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.0896,17,196,213,weekdays
7059,2011-10-26,Winter,2011,October,17,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.1045,40,414,454,weekdays
7060,2011-10-26,Winter,2011,October,18,0,Wednesday,Clear,0.52,0.5,0.77,0.1642,55,398,453,weekdays
7061,2011-10-26,Winter,2011,October,19,0,Wednesday,Clear,0.5,0.4848,0.82,0.0,25,306,331,weekdays
7062,2011-10-26,Winter,2011,October,20,0,Wednesday,Clear,0.5,0.4848,0.88,0.0,27,180,207,weekdays
7063,2011-10-26,Winter,2011,October,21,0,Wednesday,Mist_Cloudy,0.52,0.5,0.77,0.0,17,140,157,weekdays
7064,2011-10-26,Winter,2011,October,22,0,Wednesday,Mist_Cloudy,0.48,0.4697,0.88,0.0896,23,112,135,weekdays
7065,2011-10-26,Winter,2011,October,23,0,Wednesday,Mist_Cloudy,0.48,0.4697,0.88,0.0896,3,72,75,weekdays
7066,2011-10-27,Winter,2011,October,0,0,Thursday,Clear,0.46,0.4545,0.94,0.0,3,23,26,weekdays
7067,2011-10-27,Winter,2011,October,1,0,Thursday,Clear,0.46,0.4545,0.94,0.0,2,9,11,weekdays
7068,2011-10-27,Winter,2011,October,2,0,Thursday,Light_Rain,0.46,0.4545,0.94,0.0,3,5,8,weekdays
7069,2011-10-27,Winter,2011,October,3,0,Thursday,Light_Rain,0.46,0.4545,0.94,0.0,1,3,4,weekdays
7070,2011-10-27,Winter,2011,October,4,0,Thursday,Light_Rain,0.48,0.4697,0.88,0.0,1,3,4,weekdays
7071,2011-10-27,Winter,2011,October,5,0,Thursday,Light_Rain,0.48,0.4697,0.88,0.0896,1,14,15,weekdays
7072,2011-10-27,Winter,2011,October,6,0,Thursday,Light_Rain,0.5,0.4848,0.82,0.0,4,42,46,weekdays
7073,2011-10-27,Winter,2011,October,7,0,Thursday,Mist_Cloudy,0.46,0.4545,0.94,0.0896,9,128,137,weekdays
7074,2011-10-27,Winter,2011,October,8,0,Thursday,Light_Rain,0.48,0.4697,0.88,0.194,12,304,316,weekdays
7075,2011-10-27,Winter,2011,October,9,0,Thursday,Mist_Cloudy,0.5,0.4848,0.82,0.1642,16,155,171,weekdays
7076,2011-10-27,Winter,2011,October,10,0,Thursday,Light_Rain,0.5,0.4848,0.88,0.194,10,52,62,weekdays
7077,2011-10-27,Winter,2011,October,11,0,Thursday,Light_Rain,0.5,0.4848,0.88,0.1343,8,44,52,weekdays
